namespace,pod,node_name,cpu_usage_cores,mem_bytes,cpu_request_cores,collected_at
logging,elasticsearch,worker-node-2,20.315278,2221102146,1.0,2026-06-08 14:53:39
logging,kibana,worker-node-3,4.867842,532477515,0.5,2026-06-08 14:53:39
ml-inference,gpu-0,worker-node-1,28.977873,4394942209,2.0,2026-06-08 14:53:39
ml-inference,gpu-1,worker-node-2,26.46487,4114106016,2.0,2026-06-08 14:53:39
monitoring,prometheus,worker-node-1,0.554269,543569470,0.1,2026-06-08 14:53:39
api-gateway,auth,worker-node-3,2.130245,273432241,0.25,2026-06-08 14:53:56
api-gateway,proxy,worker-node-2,3.928601,266329082,0.25,2026-06-08 14:53:56
billing,api-7d9f,worker-node-1,3.019812,547950273,0.2,2026-06-08 14:53:56
billing,db-replica,worker-node-3,12.9992,2201776871,0.5,2026-06-08 14:53:56
billing,worker-2,worker-node-1,8.518978,1062077814,0.5,2026-06-08 14:53:56
logging,elasticsearch,worker-node-2,20.615399,2050468649,1.0,2026-06-08 14:53:56
logging,kibana,worker-node-3,4.944851,537308628,0.5,2026-06-08 14:53:56
ml-inference,gpu-0,worker-node-1,29.358109,4080724334,2.0,2026-06-08 14:53:56
ml-inference,gpu-1,worker-node-2,26.824721,4250703044,2.0,2026-06-08 14:53:56
monitoring,prometheus,worker-node-1,0.562064,527000169,0.1,2026-06-08 14:53:56
api-gateway,auth,worker-node-3,2.156693,265451240,0.25,2026-06-08 14:54:15
api-gateway,proxy,worker-node-2,3.99036,279906233,0.25,2026-06-08 14:54:15
billing,api-7d9f,worker-node-1,3.059789,513326753,0.2,2026-06-08 14:54:15
billing,db-replica,worker-node-3,13.169551,2119171405,0.5,2026-06-08 14:54:15
billing,worker-2,worker-node-1,8.636659,1030538592,0.5,2026-06-08 14:54:15
logging,elasticsearch,worker-node-2,20.875355,2142324179,1.0,2026-06-08 14:54:15
logging,kibana,worker-node-3,5.015523,545925953,0.5,2026-06-08 14:54:15
ml-inference,gpu-0,worker-node-1,29.729729,4186925721,2.0,2026-06-08 14:54:15
ml-inference,gpu-1,worker-node-2,27.242961,4187500761,2.0,2026-06-08 14:54:15
monitoring,prometheus,worker-node-1,0.570664,542624785,0.1,2026-06-08 14:54:15
api-gateway,auth,worker-node-3,2.186118,255379991,0.25,2026-06-08 14:54:31
api-gateway,proxy,worker-node-2,4.043236,264284104,0.25,2026-06-08 14:54:31
billing,api-7d9f,worker-node-1,3.103151,527730136,0.2,2026-06-08 14:54:31
billing,db-replica,worker-node-3,13.36906,2233114629,0.5,2026-06-08 14:54:31
billing,worker-2,worker-node-1,8.76585,1110852878,0.5,2026-06-08 14:54:31
logging,elasticsearch,worker-node-2,21.168771,2134224718,1.0,2026-06-08 14:54:31
logging,kibana,worker-node-3,5.080968,539439953,0.5,2026-06-08 14:54:31
ml-inference,gpu-0,worker-node-1,30.139442,4339727101,2.0,2026-06-08 14:54:31
ml-inference,gpu-1,worker-node-2,27.577437,4146612312,2.0,2026-06-08 14:54:31
monitoring,prometheus,worker-node-1,0.578473,516803725,0.1,2026-06-08 14:54:31
api-gateway,auth,worker-node-3,2.248608,266634784,0.25,2026-06-08 14:54:50
api-gateway,proxy,worker-node-2,4.141952,279890489,0.25,2026-06-08 14:54:50
billing,api-7d9f,worker-node-1,3.186098,541771613,0.2,2026-06-08 14:54:50
billing,db-replica,worker-node-3,13.710821,2055912067,0.5,2026-06-08 14:54:50
billing,worker-2,worker-node-1,8.992199,1052801512,0.5,2026-06-08 14:54:50
logging,elasticsearch,worker-node-2,21.772233,2238091695,1.0,2026-06-08 14:54:50
logging,kibana,worker-node-3,5.226738,540893183,0.5,2026-06-08 14:54:50
ml-inference,gpu-0,worker-node-1,30.944114,4354053132,2.0,2026-06-08 14:54:50
ml-inference,gpu-1,worker-node-2,28.407665,4420577718,2.0,2026-06-08 14:54:50
monitoring,prometheus,worker-node-1,0.594296,536285336,0.1,2026-06-08 14:54:50
api-gateway,auth,worker-node-3,2.280998,268404145,0.25,2026-06-08 14:55:06
api-gateway,proxy,worker-node-2,4.189117,259704550,0.25,2026-06-08 14:55:06
billing,api-7d9f,worker-node-1,3.233693,522649023,0.2,2026-06-08 14:55:06
billing,db-replica,worker-node-3,13.885941,2105514560,0.5,2026-06-08 14:55:06
billing,worker-2,worker-node-1,9.121358,1039824520,0.5,2026-06-08 14:55:06
logging,elasticsearch,worker-node-2,22.085401,2120815128,1.0,2026-06-08 14:55:06
logging,kibana,worker-node-3,5.306181,527967751,0.5,2026-06-08 14:55:06
ml-inference,gpu-0,worker-node-1,31.360106,4162952303,2.0,2026-06-08 14:55:06
ml-inference,gpu-1,worker-node-2,28.830094,4303428256,2.0,2026-06-08 14:55:06
monitoring,prometheus,worker-node-1,0.602911,530831546,0.1,2026-06-08 14:55:06
api-gateway,auth,worker-node-3,2.308989,258762046,0.25,2026-06-08 14:55:25
api-gateway,proxy,worker-node-2,4.239697,255988628,0.25,2026-06-08 14:55:25
billing,api-7d9f,worker-node-1,3.28264,539456648,0.2,2026-06-08 14:55:25
billing,db-replica,worker-node-3,14.082771,2077500407,0.5,2026-06-08 14:55:25
billing,worker-2,worker-node-1,9.249208,1040869550,0.5,2026-06-08 14:55:25
logging,elasticsearch,worker-node-2,22.406606,2148122728,1.0,2026-06-08 14:55:25
logging,kibana,worker-node-3,5.376349,542454362,0.5,2026-06-08 14:55:25
ml-inference,gpu-0,worker-node-1,31.738528,4112557483,2.0,2026-06-08 14:55:25
ml-inference,gpu-1,worker-node-2,29.180971,4422803276,2.0,2026-06-08 14:55:25
monitoring,prometheus,worker-node-1,0.610832,521686674,0.1,2026-06-08 14:55:25
api-gateway,auth,worker-node-3,2.337469,268573831,0.25,2026-06-08 14:55:42
api-gateway,proxy,worker-node-2,4.294973,261435597,0.25,2026-06-08 14:55:42
billing,api-7d9f,worker-node-1,3.331661,533995183,0.2,2026-06-08 14:55:42
billing,db-replica,worker-node-3,14.273417,2084510198,0.5,2026-06-08 14:55:42
billing,worker-2,worker-node-1,9.36355,1062295830,0.5,2026-06-08 14:55:42
logging,elasticsearch,worker-node-2,22.725058,2043937060,1.0,2026-06-08 14:55:42
logging,kibana,worker-node-3,5.443273,554394492,0.5,2026-06-08 14:55:42
ml-inference,gpu-0,worker-node-1,32.115733,4240679754,2.0,2026-06-08 14:55:42
ml-inference,gpu-1,worker-node-2,29.601796,4491482026,2.0,2026-06-08 14:55:42
monitoring,prometheus,worker-node-1,0.618028,524016932,0.1,2026-06-08 14:55:42
api-gateway,auth,worker-node-3,2.370712,272283044,0.25,2026-06-08 14:56:01
api-gateway,proxy,worker-node-2,4.356277,259173526,0.25,2026-06-08 14:56:01
billing,api-7d9f,worker-node-1,3.373677,555315429,0.2,2026-06-08 14:56:01
billing,db-replica,worker-node-3,14.480102,2118994936,0.5,2026-06-08 14:56:01
billing,worker-2,worker-node-1,9.496177,1060148727,0.5,2026-06-08 14:56:01
logging,elasticsearch,worker-node-2,23.020386,2079897816,1.0,2026-06-08 14:56:01
logging,kibana,worker-node-3,5.519879,553487653,0.5,2026-06-08 14:56:01
ml-inference,gpu-0,worker-node-1,32.539993,4364723387,2.0,2026-06-08 14:56:01
ml-inference,gpu-1,worker-node-2,29.933499,4474846247,2.0,2026-06-08 14:56:01
monitoring,prometheus,worker-node-1,0.626881,534250114,0.1,2026-06-08 14:56:01
api-gateway,auth,worker-node-3,2.40273,261848412,0.25,2026-06-08 14:56:17
api-gateway,proxy,worker-node-2,4.418287,281242702,0.25,2026-06-08 14:56:17
billing,api-7d9f,worker-node-1,3.418396,523731143,0.2,2026-06-08 14:56:17
billing,db-replica,worker-node-3,14.668118,2219062092,0.5,2026-06-08 14:56:17
billing,worker-2,worker-node-1,9.608873,1051157149,0.5,2026-06-08 14:56:17
logging,elasticsearch,worker-node-2,23.321691,2047383612,1.0,2026-06-08 14:56:17
logging,kibana,worker-node-3,5.581051,547610018,0.5,2026-06-08 14:56:17
ml-inference,gpu-0,worker-node-1,32.932225,4458071734,2.0,2026-06-08 14:56:17
ml-inference,gpu-1,worker-node-2,30.267034,4288521690,2.0,2026-06-08 14:56:17
monitoring,prometheus,worker-node-1,0.635359,548715670,0.1,2026-06-08 14:56:17
api-gateway,auth,worker-node-3,2.428549,260904164,0.25,2026-06-08 14:56:36
api-gateway,proxy,worker-node-2,4.466993,258072600,0.25,2026-06-08 14:56:36
billing,api-7d9f,worker-node-1,3.464802,514354309,0.2,2026-06-08 14:56:36
billing,db-replica,worker-node-3,14.831942,2107791008,0.5,2026-06-08 14:56:36
billing,worker-2,worker-node-1,9.716052,1106360996,0.5,2026-06-08 14:56:36
logging,elasticsearch,worker-node-2,23.572647,2215570425,1.0,2026-06-08 14:56:36
logging,kibana,worker-node-3,5.644379,548797537,0.5,2026-06-08 14:56:36
ml-inference,gpu-0,worker-node-1,33.35714,4112415969,2.0,2026-06-08 14:56:36
ml-inference,gpu-1,worker-node-2,30.667785,4367653837,2.0,2026-06-08 14:56:36
monitoring,prometheus,worker-node-1,0.644105,537822995,0.1,2026-06-08 14:56:36
api-gateway,auth,worker-node-3,2.457201,273654475,0.25,2026-06-08 14:56:52
api-gateway,proxy,worker-node-2,4.514859,275869112,0.25,2026-06-08 14:56:52
billing,api-7d9f,worker-node-1,3.504243,550281605,0.2,2026-06-08 14:56:52
billing,db-replica,worker-node-3,14.998018,2223747704,0.5,2026-06-08 14:56:52
billing,worker-2,worker-node-1,9.837242,1053032361,0.5,2026-06-08 14:56:52
logging,elasticsearch,worker-node-2,23.894154,2134282338,1.0,2026-06-08 14:56:52
logging,kibana,worker-node-3,5.719902,530705861,0.5,2026-06-08 14:56:52
ml-inference,gpu-0,worker-node-1,33.820525,4451621045,2.0,2026-06-08 14:56:52
ml-inference,gpu-1,worker-node-2,31.012696,4465635739,2.0,2026-06-08 14:56:52
monitoring,prometheus,worker-node-1,0.652927,560342189,0.1,2026-06-08 14:56:52
api-gateway,auth,worker-node-3,2.484618,280939262,0.25,2026-06-08 14:57:10
api-gateway,proxy,worker-node-2,4.571137,258229900,0.25,2026-06-08 14:57:10
billing,api-7d9f,worker-node-1,3.553059,537784633,0.2,2026-06-08 14:57:10
billing,db-replica,worker-node-3,15.204916,2237920200,0.5,2026-06-08 14:57:10
billing,worker-2,worker-node-1,9.949952,1097253356,0.5,2026-06-08 14:57:10
logging,elasticsearch,worker-node-2,24.20984,2065734023,1.0,2026-06-08 14:57:10
logging,kibana,worker-node-3,5.793772,538078865,0.5,2026-06-08 14:57:10
ml-inference,gpu-0,worker-node-1,34.184217,4221672889,2.0,2026-06-08 14:57:10
ml-inference,gpu-1,worker-node-2,31.438343,4156991880,2.0,2026-06-08 14:57:10
monitoring,prometheus,worker-node-1,0.660278,561215409,0.1,2026-06-08 14:57:10
api-gateway,auth,worker-node-3,2.517338,268200252,0.25,2026-06-08 14:57:26
api-gateway,proxy,worker-node-2,4.628534,264239195,0.25,2026-06-08 14:57:26
billing,api-7d9f,worker-node-1,3.59272,542515994,0.2,2026-06-08 14:57:26
billing,db-replica,worker-node-3,15.366981,2057579241,0.5,2026-06-08 14:57:26
billing,worker-2,worker-node-1,10.054105,1023257517,0.5,2026-06-08 14:57:26
logging,elasticsearch,worker-node-2,24.530059,2087125483,1.0,2026-06-08 14:57:26
logging,kibana,worker-node-3,5.865167,563432996,0.5,2026-06-08 14:57:26
ml-inference,gpu-0,worker-node-1,34.54391,4082341017,2.0,2026-06-08 14:57:26
ml-inference,gpu-1,worker-node-2,31.848382,4405708203,2.0,2026-06-08 14:57:26
monitoring,prometheus,worker-node-1,0.669082,521807636,0.1,2026-06-08 14:57:26
